# Event number 	 W pT  	 | Delta eta j1,j2 | 	 Delta R j1,j2 	 m j1, j2 	 N of jets	 j1 pT 	 j2 pT 	 Centrality 	 | Delta Phi l1, l2 | 	 m l1, l2 	 Empty 	 | Delta eta l1,l2 | 	 mET (scalar) 	 mET phi 	 dijet min distance 	 Zeppenfeld Var 	 Cos |tot phi| 	 Cos | deltaphi(j1+j2,l1+l2) | 	 Empty 	 Weight

13791794850350866875	64.9331	6.13339	6.62037	889.261	2	43.3807	39.3607	2.34167	3.22517	193.118	0	1.1606	512.059	4.62368	3.42798	2.31699	0.638978	0.726228	0	0.000121582
8931768274316877210	156.923	3.95815	4.55475	507.492	2	129.805	36.8573	1.42472	2.46138	117.133	0	0.328106	423.316	3.89033	1.81527	0.266184	0.727194	-0.926595	0	1.38823
3251520768464155878	606.395	3.27397	3.75572	832.649	4	476.961	53.6223	0.770008	0.992643	261.414	0	1.50535	1258.07	3.14696	1.64726	0.561691	0.920798	-0.999838	0	2.02609e-07
9605196649082837781	1237.41	3.56403	4.72081	1159.83	3	809.074	44.3291	0.829141	0.626468	105.631	0	0.559906	1510.95	1.4602	2.24183	0.891195	-0.981437	-0.999938	0	-1.06707e-07
7965532516680005926	111.129	3.73188	4.17499	550.425	3	129.939	54.7127	-0.469486	4.76368	284.432	0	2.84429	666.323	4.24223	1.26421	1.92349	-0.81333	-0.993257	0	0.943092
12533335275662146051	171.718	5.70083	6.20752	1717.31	2	125.593	78.0284	1.91105	3.54616	109.914	0	0.774686	351.477	5.83194	2.36563	2.06462	0.0575487	-0.754263	0	7.83613e-05
15515271027204581436	78.1603	3.8908	4.87097	1258.71	2	219.947	141.257	0.161728	3.66082	122.646	0	1.36919	577.936	5.73787	1.52933	2.35958	0.998596	-0.870734	0	0.00181096
15794051351043801012	178.339	3.58089	3.65783	544.852	4	96.8035	88.8359	0.790478	4.69095	138.434	0	1.49982	513.747	4.4165	2.34716	0.249862	-0.63375	-0.998356	0	1.68948e-06
16734887766540082998	363.273	4.77423	5.1447	1961.4	2	249.646	129.247	1.38415	1.34618	139.699	0	0.741251	629.615	2.65867	1.73816	0.902255	0.594034	-0.998909	0	1.50189
9863196130070794196	127.395	4.24406	5.12497	625.273	5	107.599	50.6048	1.39059	3.55145	80.9732	0	1.31292	429.481	3.46613	1.41249	0.507946	-0.284464	0.800068	0	0.036636
15242908966193163440	138.301	3.76192	4.17768	780.183	3	133.391	104.62	-0.336051	1.26429	88.6785	0	0.847741	479.37	1.64595	0.854958	1.93323	0.187892	-0.90538	0	3.05205
9409891227863642240	193.851	3.3614	4.33648	761.644	4	174.803	107.774	0.429937	0.528706	37.2224	0	1.09293	592.777	6.17319	0.634659	0.670427	-0.0848699	-0.988813	0	0.238178
15461747640238127655	144.013	5.27683	5.27915	538.913	2	40.1312	37.3275	0.21975	1.93026	152.876	0	0.517832	352.118	5.95948	1.53052	2.72533	-0.499606	-0.863026	0	1.42769
15743472253612844739	272.434	3.37291	4.23916	1726.02	2	344.547	279.075	1.18543	2.47259	127.315	0	0.022385	837.464	4.16271	2.1854	0.338833	-0.2106	-0.988099	0	0.000252206
800448085412582997	114.394	3.88629	4.38853	539.891	2	85.9207	67.8784	-1.27673	2.04331	116.565	0	1.85647	426.727	3.75657	1.29567	3.2868	0.945716	-0.67706	0	3.74053e-08
6388993671599446288	296.84	6.33184	6.41783	1826.68	2	129.117	46.0432	2.41337	0.161091	48.3128	0	1.40795	370.77	2.93478	2.85941	0.0147809	0.60903	-0.645442	0	1.48764
1461782302589651978	149.844	4.65539	5.579	802.21	2	140.048	42.7975	1.00149	0.226573	31.9276	0	0.715161	319.465	3.10621	1.42628	1.03923	0.0925857	-0.651002	0	0.000200591
14672014652014841411	110.01	4.42829	5.25222	602.09	2	140.232	30.1329	1.32445	2.2935	130.771	0	0.0775774	410.908	6.2056	1.88385	1.39146	0.26643	-0.998559	0	2.51866e-07
10039304825716456046	245.924	3.30959	4.09875	1277.37	3	272.123	207.269	1.15952	3.26501	163.118	0	0.174466	991.675	0.844351	1.48161	0.536242	0.419599	-0.97751	0	0.360823
8172982838204531523	162.38	2.89862	3.99696	939.808	3	290.644	151.381	0.522891	3.21696	82.2472	0	0.234801	691.18	1.10346	1.42956	1.92937	0.582181	-0.200627	0	1.21804
10428198467875624659	421.64	3.61495	4.02394	640.486	4	235.309	46.1207	1.03553	1.55633	116.342	0	0.210374	672.83	5.10649	2.36664	0.408639	-0.749837	-0.972974	0	0.080288
16533811349440263371	474.045	3.57374	3.99274	1610.42	2	415.243	172.937	1.54384	2.23098	211.369	0	0.00857717	1110.68	2.88824	1.65699	0.15938	0.993416	-0.999855	0	2.73587e-05
13665961739934727528	38.7965	3.90075	4.76072	577.51	2	90.1838	71.6156	0.629933	1.49925	60.879	0	0.846244	388.815	0.0154984	1.64444	0.738115	-0.921619	-0.791387	0	0.00257885
2686733354824092206	587.599	3.72489	3.7124	1041.42	3	238.017	114.329	1.13185	0.275873	53.0237	0	0.470356	698.89	1.54572	2.95968	0.329061	-0.893423	-0.978181	0	0.0903816
18224994640307047891	213.246	5.6093	6.06868	2023.9	2	199.312	74.9005	0.53443	3.75897	154	0	0.960278	538.626	1.89194	1.11564	2.01832	-0.999976	-0.979134	0	1.30957
18154735011750657425	208.15	4.81202	5.38349	1472.78	2	168.579	103.231	2.11198	3.12439	84.7983	0	0.134329	394.341	5.38595	2.44588	0.92446	-0.793259	-0.927098	0	1.90062
13123338476789559883	575.458	4.6611	4.66823	1675	2	416.244	64.8029	0.641147	5.67684	231.028	0	1.33033	960.085	0.353303	3.07586	1.56714	0.83652	-0.9999	0	7.00404e-05
2539380444879005830	319.939	2.99969	4.02121	2056.49	3	557.396	345.172	1.11586	5.63596	84.4782	0	0.177195	1328.49	1.4105	1.91517	0.227258	-0.138853	-0.98652	0	0.840447
12302530179973619030	144.462	5.16197	5.2903	658.383	2	66.5139	37.4765	1.75314	5.29741	34.8927	0	0.119239	398.267	2.51907	2.01192	0.759917	-0.999347	-0.259443	0	0.000286894
18039945755857007193	88.2396	5.08249	5.95782	3314.84	2	301.881	223.003	1.80494	4.03714	220.99	0	1.3086	832.697	1.48959	2.24484	0.621756	0.431212	-0.929196	0	4.93313e-09
354288693609676963	330.428	5.27191	5.26969	1175.53	2	145.747	49.13	1.84595	1.75247	73.8152	0	0.978852	372.251	4.06397	2.78213	0.836542	-0.551423	-0.978964	0	0.385559
7943684138435770509	222.642	2.47599	3.80699	683.345	2	292.288	114.719	0.616031	2.65604	149.443	0	0.233621	717.907	5.98141	0.651138	0.15271	0.965471	-0.977196	0	0.701687
11983355986346266446	101.737	3.51336	4.56851	523.429	3	136.932	55.7235	-0.0589126	3.26383	109.405	0	0.93419	524.709	4.79504	0.912859	0.63733	-0.211339	-0.999942	0	-2.03157e-08
14520802929317953596	296.979	3.15972	3.96776	1170.09	2	293.378	185.782	-0.119063	2.06853	139.803	0	1.07187	727.63	4.81902	1.11553	1.82894	-0.983757	-0.998584	0	6.972
10187368148271335504	136.869	4.96145	5.06903	650.064	3	64.6645	46.0199	1.5195	1.07043	139.955	0	1.60442	324.825	4.44571	2.08546	0.0912361	0.731587	-0.902303	0	0.000106834
1616369970782324830	180.129	5.2796	5.67003	1170.46	2	153.593	45.1573	-0.752359	0.189498	227.074	0	3.31103	416.454	3.64362	2.67113	2.7589	-0.0271119	-0.973476	0	6.20465e-05
387452878172834453	127.893	4.41209	4.79825	948.188	2	128.967	83.7445	1.19248	0.253563	37.2575	0	0.504775	387.061	3.89914	2.92745	0.809402	0.90476	-0.958193	0	2.39359
3985475739993243084	37.5584	6.13537	6.4362	933.004	2	48.1557	39.066	2.35584	2.17297	88.8803	0	0.821808	265.909	5.16065	2.55122	0.31289	0.911315	-0.194341	0	0.038841
916139049815431591	61.8769	4.45926	5.06763	965.908	2	111.069	95.4675	1.23122	0.903372	59.4575	0	0.711332	357.959	2.04003	2.30974	0.854518	0.757371	-0.998631	0	2.53062
12751283010130212805	370.142	5.88021	5.91062	2210.91	2	256.046	53.5641	2.13421	1.2914	330.13	0	1.53035	727.32	2.18273	3.5686	0.0516822	-0.340412	-0.998897	0	2.08798e-10
9678608239940727509	167.706	4.19784	4.77203	828.21	2	177.683	56.8596	0.924436	2.70865	160.756	0	1.61723	471.5	5.34067	1.01225	0.0877434	-0.980988	-0.909976	0	1.61235e-07
4570550377419410762	171.252	3.74854	4.57534	768.036	2	142.649	93.417	1.50592	2.74285	62.9762	0	0.290112	452.087	1.14522	1.78072	1.24663	-0.757664	-0.851511	0	0.00116478
16653491753714047746	95.4406	3.94239	5.03435	1375.75	3	214.173	164.905	0.388362	2.53989	295.592	0	2.30082	768.658	2.82893	0.919207	1.92756	0.186369	0.73936	0	0.000680706
10145606359422201570	231.391	5.00783	5.49581	1407.64	2	179.262	73.2052	1.55004	2.2591	70.9178	0	0.540901	387.486	3.87853	2.17485	0.173008	-0.0262645	-0.999583	0	0.00015128
8420239440210610652	63.6113	3.49992	4.43555	704.62	3	136.852	103.626	1.24526	2.47955	96.2559	0	0.639623	500.272	4.37135	1.74317	0.133067	0.999917	-0.531667	0	1.71522
16168572641394075421	89.1204	4.20561	4.75491	696.092	3	130.532	54.3028	0.906749	2.74295	211.532	0	1.11411	551.718	0.775232	2.18775	1.82436	-0.780932	-0.895615	0	1.30636
15954233531138940960	46.289	5.24741	6.02212	2469.36	2	205.861	154.212	2.10859	5.49434	47.5784	0	0.767391	562.627	2.42625	2.41208	0.0108761	-0.629571	-0.995509	0	5.42071e-05
16700654422461215063	377.066	2.9301	3.48664	965.028	2	266.536	179.59	0.689966	0.754464	99.5009	0	0.297552	828.785	4.81989	2.14715	0.639361	-0.990815	-0.997918	0	4.86952
17645357783563986392	280.825	3.6168	4.64288	2231.9	2	450.876	281.396	-0.780711	1.01756	105.652	0	1.78139	903.536	0.398143	2.58422	1.38076	-0.0189248	-0.906525	0	0.694761
13935049168063421208	500.166	2.99648	4.20457	2913.25	2	779.804	493.292	0.506222	0.720186	98.4337	0	1.00414	1570.69	2.02142	1.82248	0.675391	-0.853322	-0.984601	0	2.67616e-08
2962525877252722429	14.6151	6.23385	6.91955	1459.44	2	82.9813	50.1374	1.46298	1.94524	58.2145	0	0.294628	369.408	6.18555	1.63115	1.95888	-0.875686	-0.995847	0	6.6123e-05
5904178619236964055	92.0273	5.76301	6.50669	836.986	3	52.0619	42.0011	1.47034	0.0346265	25.9588	0	0.556448	327.075	0.755949	1.5779	1.11026	-0.902434	-0.993394	0	0.000224658
8572158566095892168	160.795	3.46019	4.59806	598.624	3	176.599	59.2506	1.26878	0.486549	78.1832	0	0.634699	621.995	1.29789	1.56201	0.0783971	0.560947	-0.954172	0	9.60682e-06
8786157482342398649	381.263	4.55883	5.15773	2626.25	3	399.761	177.762	1.56769	5.16243	83.0103	0	0.163577	970.46	4.61161	1.72305	0.73718	-0.886982	-0.888247	0	1.16925e-10
5731944923525880989	66.8655	3.10581	4.28119	555.741	4	144.38	87.5814	-0.302625	4.34313	106.94	0	1.52941	477.195	2.90988	0.569713	1.87342	-0.0579022	-0.821272	0	6.45877e-06
13653412195657290126	361.902	2.50015	2.90446	520.138	5	282.875	78.2495	0.761102	1.39618	252.16	0	0.0834803	1046.25	4.10788	1.09684	0.422488	0.762334	-0.98511	0	3.06947e-10
3554563854951460482	1007.33	2.76497	3.36034	1682.49	4	652.296	261.269	0.517641	0.367831	26.1308	0	0.666696	1277.45	2.87756	2.08548	0.626906	0.61798	-0.998833	0	6.46894e-05
5649231272952760564	67.0151	4.82104	5.56454	2133.44	4	214.567	168.318	1.90154	0.98292	46.7164	0	0.813269	670.725	4.15631	3.00117	0.011028	0.803661	-0.795965	0	6.8662
6479310140077546604	238.537	3.17197	3.28969	888.295	5	224.279	154.437	0.28379	3.9585	109.204	0	1.13776	946.188	0.27844	0.986636	0.396567	0.546481	-0.972735	0	0.000720619
4479014921363220783	250.727	3.70389	4.69168	823.758	2	252.72	62.8749	-0.0614628	4.98804	93.7915	0	0.568875	596.201	6.12005	0.649752	1.92815	0.999003	-0.998807	0	1.026e-06
282371773662798867	262.132	3.7526	3.93124	627.528	2	167.429	55.734	1.24328	3.58544	156.132	0	0.0169812	545.526	2.29706	1.75996	0.929113	-0.79529	-0.973259	0	0.000454658
14863588318503172323	89.2528	4.50309	4.92569	1031.64	6	166.64	69.8863	1.42001	0.435864	20.9068	0	0.419441	645.763	0.716849	1.75838	0.673868	-0.698161	0.272584	0	0.00109235
13931113270154028373	65.862	5.21406	5.53479	972.563	2	74.4871	68.8049	2.08678	1.35901	67.5497	0	0.239054	360.146	3.988	3.17339	0.251291	0.779259	-0.842409	0	6.3874e-05
11605913098085550032	184.294	3.30342	4.48632	926.804	2	234.504	125.239	0.695992	3.33476	66.814	0	1.49147	597.982	4.93051	1.56176	2.34472	-0.810748	-0.999995	0	0.0022204
10896019835377601983	444.055	2.48926	2.79368	713.588	2	247.208	177.831	-0.199758	0.053642	44.0498	0	0.395484	790.343	1.39653	2.73954	1.34524	-0.77816	-0.992334	0	0.348573
16530072990171615147	225.966	4.44033	5.05949	2159.6	4	249.307	216.472	1.59388	3.84823	195.152	0	0.904834	837.401	0.748565	1.58995	0.287745	-0.0920159	-0.99567	0	0.000127647
11705198632609191142	139.502	4.45682	5.01918	602.456	3	86.5816	47.764	0.295735	2.72847	91.9232	0	0.246386	343.349	2.37958	0.653312	3.06494	-0.643811	-0.243043	0	2.08707
14340905446530603963	14.9363	5.36368	6.18079	1260.28	2	97.5627	75.5145	1.31702	2.23429	162.487	0	0.956338	525.466	5.5301	1.37161	1.76497	-0.258223	-0.761231	0	2.17215e-08
4555586803639607753	193.296	6.65593	6.67003	2277.7	2	87.1214	76.737	0.943187	0.48956	82.3622	0	1.32949	396.721	0.95503	3.13528	1.46703	-0.888476	-0.98737	0	1.19163
4427838122209917213	44.0212	2.97634	4.29499	877.295	3	215.459	164.424	-0.61639	0.259403	63.1438	0	1.29017	587.649	5.528	0.621038	1.79506	-0.525778	-0.996928	0	5.23167e-06
8085701497521576088	94.9491	2.92105	4.06783	747.791	3	172.98	156.709	1.23085	1.89698	83.0824	0	0.258011	648.508	2.63187	1.5817	0.183645	0.297737	-0.183309	0	0.367156
11053739551384674416	171.955	4.70109	4.82262	747.483	2	102.778	49.7487	1.0023	3.91579	186.114	0	0.0130667	453.558	0.892456	1.58887	2.29798	-0.15657	-0.996496	0	7.02107e-05
15375026221035573204	92.0647	6.14321	6.72766	1378.58	2	66.0549	61.5396	1.27546	2.26558	79.1074	0	0.247912	367.363	1.97959	1.58483	2.44767	0.578727	0.986719	0	5.76094e-05
6564699930136737875	613.335	2.57015	2.65569	620.287	2	271.22	121.483	-1.49243	0.52431	34.8528	0	0.21115	663.753	1.28302	2.46485	2.76234	-0.676463	-0.992282	0	0.0397584
7822663510738728007	134.317	6.04313	6.55335	1436.37	2	126.843	38.4558	2.45005	2.84594	127.625	0	0.318859	324.091	4.3718	2.49724	0.737687	-0.928147	-0.998958	0	3.02504
16604563664677680020	1001.07	6.15437	6.4408	2968.56	2	594.737	31.3935	1.95249	5.70275	61.0183	0	0.354944	943.155	0.323983	3.48966	0.947032	0.848042	-0.997911	0	0.464253
17988488556212115215	833.438	2.90396	4.07875	1683.65	2	851.194	163.939	-0.513253	1.14447	216.896	0	0.400538	1769.61	5.00407	2.04445	1.94418	-0.86761	-0.999979	0	0.162336
11891816673091181115	147.496	4.02461	4.50853	793.369	2	110.047	100.358	0.419335	2.45798	64.872	0	0.165198	403.125	3.16636	1.00555	2.30166	0.852217	-0.8371	0	0.00102753
17860262932856103059	431.223	4.62645	5.55091	1046.45	2	301.954	34.8029	0.901843	0.405808	27.2765	0	0.177158	536.225	0.889114	2.99171	1.2962	-0.138448	-0.99999	0	0.000293626
16042904199617035631	481.651	4.58231	4.99604	1403.14	2	462.478	43.1665	1.14642	4.32944	387.753	0	0.293291	1139.27	4.49007	1.78693	1.13384	-0.991285	-0.997065	0	0.443685
16456950030160192209	157.747	4.30361	4.96975	919.061	2	152.567	73.1872	0.0704828	3.67823	128.504	0	0.700006	519.04	0.438301	0.883062	2.45768	0.779728	-0.970294	0	2.52652
17582037364162124630	87.7489	4.21917	4.71493	720.734	3	102.85	73.1233	0.0618427	2.90431	168.635	0	0.549299	492.654	0.536868	1.23915	2.9474	-0.985137	-0.987932	0	4.18889
11839112694090859772	240.197	5.51461	5.63065	1027.27	2	103.775	41.0155	1.78371	2.72588	86.6568	0	0.123567	354.32	5.26584	2.22088	2.04486	-0.0880002	-0.889733	0	0.242337
14749467505750641029	151.441	3.80892	4.42547	797.83	3	197.742	69.3359	1.22845	0.869264	43.8041	0	0.163166	555.793	3.17039	2.23077	0.636397	0.00773238	-0.704306	0	4.66133e-07
9792877789942267976	351.253	3.4748	3.49493	562.603	2	133.685	77.4195	0.984136	2.09183	117.535	0	0.202956	590.928	2.51844	1.35107	0.862682	0.418739	-0.99945	0	0.000259819
459947292210383948	154.783	4.60703	5.08052	1182.66	2	127.807	107.996	1.60832	2.17211	146.543	0	0.90683	465.499	2.60686	1.63599	0.553716	0.955032	-0.978413	0	4.45866
17176980740677827298	635.995	7.56841	7.63894	11752.7	2	281.611	253.466	2.01106	0.233346	160.887	0	1.02139	839.204	1.36808	3.1006	1.32036	-0.982352	-0.996585	0	2.40834e-10
12648820062039993323	145.555	5.53786	6.03809	964.392	3	81.0511	44.8363	0.578524	3.86393	129.616	0	0.766909	405.818	1.32257	1.27214	1.70282	-0.662695	-0.861447	0	8.36014e-07
11600734931812629029	250.012	5.14194	5.84755	1448.76	3	196.324	61.8009	2.15624	3.96535	101.124	0	0.41654	487.015	5.23165	2.60933	0.340073	-0.837077	-0.852312	0	3.84787
10233222835003932482	474.32	4.44941	4.65782	1746.76	4	372.038	96.0056	1.15023	1.28557	370.303	0	1.63055	1260.94	3.01293	2.14858	0.51624	0.834694	-0.999584	0	4.15476e-08
5127341784665139453	3559.92	3.14323	3.48429	1520.08	2	1876.11	53.1137	1.04226	0.031832	36.6718	0	0.334088	2268.61	0.339736	1.99378	0.297712	0.727589	-0.998685	0	2.3335e-07
15592191427859718589	72.6766	2.81187	3.92387	762.235	2	204.795	152.171	0.60458	1.31946	81.1739	0	0.821907	550.895	0.676564	1.44743	0.289429	-0.865009	-0.795798	0	1.44333
14495976381297223636	625.998	3.09686	4.09806	1201.28	4	462.937	129.795	-0.151135	5.68112	157.763	0	1.43038	1161	0.154856	1.93108	0.571604	0.837659	-0.992934	0	0.0719954
435479968005192149	1546.09	2.74659	3.73199	2624.45	2	1140.84	348.953	0.44838	0.178199	53.2733	0	0.420899	1753.49	0.350594	0.997635	0.738734	0.628509	-0.990348	0	0.000907571
15533110826439531156	357.61	4.85029	4.9281	1431.52	2	249.446	64.7938	0.644714	0.146305	201.421	0	1.40313	699.366	2.5211	3.07542	0.913998	0.934622	-0.988547	0	3.67194e-08
12931243914709879173	329.722	3.73376	4.33372	1250.33	6	198.029	181.935	0.909887	1.30394	110.354	0	1.43073	947.844	4.19399	1.33658	0.078247	-0.0921856	-0.938972	0	2.16387
8176201178164767911	246.929	3.07469	3.80707	718.395	3	220.317	101.654	0.559496	1.35374	102.392	0	0.45714	745.316	5.54356	1.88579	0.654456	0.841714	-0.826751	0	1.81667e-06
15568028666866715614	159.393	5.74914	6.51513	1354.86	2	161.015	36.084	1.79196	2.94079	98.9213	0	0.22411	359.451	3.99255	1.92142	1.26964	-0.717734	-0.93586	0	1.49171
7249132480059140691	91.5574	3.63403	4.71484	878.136	4	193.05	100.008	0.236109	5.83807	102.973	0	2.52145	527.783	2.00688	1.38133	0.0525487	-0.555961	-0.640607	0	0.000639753
7426357919749582160	526.346	3.89156	4.04465	1386.3	3	294.408	135.408	1.73505	1.41405	214.659	0	0.0944744	1032.32	2.32559	2.28181	0.196811	-0.299691	-0.986469	0	4.99807e-07
7914670574039690785	73.721	6.40831	7.12684	3062.38	2	149.297	103.163	1.53013	4.29465	70.1569	0	0.145186	378.48	1.75369	1.87829	1.92152	-0.303149	-0.877198	0	13.2325
12646105008992887746	168.786	3.2074	4.45781	3045.28	2	643.573	538.519	0.927057	2.97457	125.362	0	0.245603	1453.19	4.13677	0.971543	0.706613	-0.108773	-0.985642	0	0.74781
216941121899227588	14.5367	4.91856	5.56066	1356.37	2	134.436	98.7012	1.46032	4.21046	126.727	0	1.76521	441.624	3.47374	2.84204	0.663687	-0.58966	-0.974906	0	1.89087e-09
9888129058597874202	336.773	3.62412	4.53299	1699.09	3	427.863	171.24	1.15068	0.551131	78.6829	0	0.847163	931.972	1.04813	1.98145	0.0260487	-0.920582	-0.951889	0	0.999809
10171181649293198363	172.058	4.59979	5.13478	717.899	2	144.054	35.4634	0.0612024	1.60388	149.345	0	1.85203	376.999	0.423377	0.441635	0.894735	0.966298	-0.942446	0	8.64545e-05
14303886784910030657	443.482	3.11529	3.41686	942.994	3	233.462	169.399	0.39439	1.48503	116.338	0	0.278139	850.258	3.09829	1.43578	1.03951	0.99753	-0.998671	0	0.00040781
11431918446418196869	661.592	4.58628	5.46633	2629.48	3	662.118	104.211	1.79426	0.00887581	99.5423	0	0.641781	1223.77	5.96524	1.78914	0.399726	0.553149	-0.998266	0	1.54444e-06
11182587741776724944	261.526	2.4391	3.08633	644.497	2	230.328	147.631	0.76021	0.478976	73.2669	0	0.825008	702.934	1.48226	1.97168	0.268972	-0.740555	-0.976388	0	0.000189756
1937545595917598949	824.881	4.0942	4.09146	1589.3	2	278.636	156.112	1.45668	0.117317	28.4439	0	0.572719	657.015	6.26927	3.19628	0.438017	0.891278	-0.934102	0	5.33845e-06
7932335757745830109	128.376	3.64637	4.37557	689.872	2	129.476	91.992	0.460955	1.8082	74.76	0	0.254092	508.763	2.98593	1.51728	1.12215	-0.0577834	-0.932322	0	21.9953
13988431872897991183	249.967	5.51386	5.50632	1065.57	2	79.4476	58.06	1.3146	1.77273	65.4127	0	0.859006	252.119	4.18577	2.44702	1.36426	-0.0673235	-0.954524	0	0.0931522
1254978161558862624	128.641	3.28637	4.43936	789.024	3	232.707	92.5901	0.741172	0.543159	53.4471	0	0.938271	578.702	1.64689	0.757366	0.213347	0.0076231	-0.717257	0	0.0325215
14235620371654614015	224.293	4.89206	5.22572	944.157	5	124.231	53.5931	-0.36791	0.833381	154.86	0	2.30531	514.032	2.82446	1.66295	2.10846	0.639989	-0.94543	0	3.11642e-05
10191351122846931314	411.523	6.70516	6.99033	2647.28	2	281.014	30.5059	2.24776	1.03882	114.419	0	1.08229	574.961	1.06623	2.92535	0.920751	-0.2227	-0.964135	0	1.13936e-05
11054657469589276476	87.5721	2.98406	3.99767	529.546	2	125.245	103.443	0.318493	1.13851	99.5207	0	2.01677	436.968	0.919402	0.924737	0.481272	-0.723322	-0.549109	0	0.12379
13907115643068949189	66.0026	3.52862	4.57706	951.902	4	176.798	141.995	1.34786	1.77192	92.5203	0	0.306555	713.256	1.3552	2.23474	0.270352	0.908105	-0.607598	0	1.01178e-06
7966649466159162148	501.636	4.35943	4.41386	880.062	2	235.685	42.5688	1.65318	0.531366	29.9553	0	0.230975	567.963	5.37825	3.14954	0.473292	-0.186188	-0.989858	0	-0.173093
5254749716317041096	272.034	3.54981	3.66699	554.327	3	143.255	63.5005	0.625607	0.136305	68.9831	0	1.29571	461.868	1.99535	2.3115	0.363198	-0.967814	-0.658395	0	2.87098e-06
7295676594022299015	267.604	4.11472	4.1073	773.778	3	109.561	92.1566	0.764678	5.08771	83.2908	0	0.587604	596.836	5.85533	2.50952	1.29677	0.752095	-0.999993	0	0.0527916
16321306652853006500	453.683	3.50429	3.73355	856.793	4	153.372	145.832	0.817096	0.515651	112.669	0	0.630773	1004.3	0.0880901	2.43323	0.863741	0.951617	-0.996611	0	-2.31782e-07
730826517176636626	24.8308	4.60857	4.96361	665.383	3	69.2013	63.2709	-0.81573	1.21926	54.2831	0	0.394043	317.378	5.52553	2.59509	3.1525	-0.360611	-0.820123	0	0.456472
12384945803400748720	395.417	4.2039	4.21315	1167.07	2	175.592	119.16	1.98477	1.5658	255.564	0	0.00191364	776.627	4.1475	2.90083	0.109911	-0.421193	-0.998687	0	0.000254717
11178795387844915924	179.423	2.83425	3.7101	584.205	2	191.433	96.0284	0.66684	1.47602	99.2462	0	0.856719	525.716	1.42837	1.72246	0.440552	-0.449428	-0.875759	0	0.00259088
6812840209942352836	147.149	3.67556	4.23005	763.696	2	147.428	96.5585	0.50971	0.235106	69.371	0	0.900683	629.489	6.18189	1.25335	0.673375	-0.775055	-0.941861	0	7.39606e-09
7241681701808408353	280.987	3.14096	4.28908	540.628	2	219.273	52.8972	-1.27791	2.13804	59.2438	0	0.523517	403.631	4.55249	1.20875	3.14165	-0.9878	-0.999973	0	9.91642e-10
1018237888660756152	468.358	5.53274	5.58726	2900.37	4	188.375	177.465	1.73827	0.358869	92.8351	0	1.58863	694.951	3.20311	3.38166	0.719575	0.987589	-0.994754	0	6.25496e-06
14762012168355054252	84.2788	5.96204	6.05125	875.694	2	50.6061	39.0896	1.37856	0.0714622	20.0023	0	0.321683	332.818	1.68592	3.18514	1.489	0.707712	-0.98108	0	8.54313
17575088769511010566	262.975	4.2531	4.23041	674.229	2	162.445	40.7816	0.51518	0.984937	92.6608	0	0.240069	618.879	3.77045	2.25473	1.64104	0.999904	-0.988667	0	3.45225e-08
6649063149794009217	232.193	5.04646	5.2895	1264.83	2	191.393	53.7168	1.45994	1.13394	100.705	0	0.0108072	547.843	4.56747	2.72975	1.1541	-0.984479	-0.998069	0	0.000379582
8133940500271182624	64.4114	3.53947	4.63741	639.738	3	107.219	104.267	0.467023	0.81367	45.2008	0	0.538235	471.837	4.7384	2.45369	1.01605	0.633371	-0.533764	0	0.496989
2907839186665006395	112.488	5.42243	5.80259	934.776	3	89.2227	43.0439	2.20815	3.38928	139.365	0	0.470219	478.431	1.49593	2.72855	1.22379	-0.721968	-0.977229	0	0.517378
12636804121562870792	175.859	5.2641	5.72998	1128.49	2	134.2	48.7282	0.983535	0.191314	44.9453	0	1.25716	410.123	2.39919	3.04101	1.09601	-0.980577	-0.821941	0	1.66897e-08
12990805929105251590	283.595	3.25085	4.45419	3634.53	3	790.812	599.398	-0.948498	1.41979	80.9404	0	0.0988001	1688.06	0.550199	0.857194	2.64181	-0.320552	-0.774397	0	1.99448e-05
17393460536963816340	214.176	5.28597	5.35998	669.481	2	61.3049	37.0919	2.03745	1.78801	74.9263	0	0.0743242	328.699	2.3009	2.87979	0.199105	0.222007	-0.981307	0	0.0987197
8486686767974143187	215.545	4.64219	5.51834	2007.36	3	240.025	158.72	1.01183	1.41482	159.212	0	1.81322	722.133	2.4658	1.88501	0.295962	0.947143	-0.991348	0	0.767348
12356284184155459177	270.471	4.4506	4.9659	925.131	2	175.727	56.0325	0.770079	2.19302	93.7231	0	2.01763	399.816	4.24483	2.74026	0.315986	-0.959775	-0.851922	0	0.17519
14036187628256043166	613.23	3.1114	3.16792	642.854	2	498.44	39.3793	0.20199	5.22531	158.898	0	0.359419	1114.96	5.58937	2.10156	1.06832	0.412021	-0.998448	0	5.3894e-05
16756564475897452446	96.1107	3.74931	4.66508	1381.94	2	239.21	179.45	1.23433	1.72163	107.24	0	1.09704	653.472	2.6359	2.54857	0.700252	0.837272	-0.986706	0	0.000697813
5725193575344192794	580.896	2.53169	2.92687	869.077	6	476.813	126.516	0.395451	0.78754	105.38	0	0.945953	1171.12	2.7708	1.81021	0.228496	0.488437	-0.876787	0	0.000778241
133289545816226868	234.052	2.95745	4.03564	1153.86	2	337.06	186.498	-1.22864	1.44186	64.7293	0	0.0189542	702.09	4.66755	2.04506	2.88562	-0.9988	-0.999999	0	0.0951457
