# Event number 	 W pT  	 | Delta eta j1,j2 | 	 Delta R j1,j2 	 m j1, j2 	 N of jets	 j1 pT 	 j2 pT 	 Centrality 	 | Delta Phi l1, l2 | 	 m l1, l2 	 Empty 	 | Delta eta l1,l2 | 	 mET (scalar) 	 mET phi 	 dijet min distance 	 Zeppenfeld Var 	 Cos |tot phi| 	 Cos | deltaphi(j1+j2,l1+l2) | 	 Empty 	 Weight

17761731200699950833	175.729	4.83499	5.67358	749.987	3	120.862	36.3501	-0.304608	3.49189	104.724	0	0.6894	446.669	4.94813	0.333435	3.18226	-0.753295	-0.998457	0	0.226265
13042967254939483339	51.6405	5.00398	5.65054	578.972	2	68.708	32.3353	2.19716	2.13768	91.1464	0	0.453093	294.277	1.58225	2.77879	0.805963	0.981691	0.997915	0	0.00154005
11298888197606765628	144.168	5.19414	5.23726	641.262	2	53.8331	42.7354	2.2048	5.8376	33.2462	0	0.554296	372.426	4.76655	3.18032	0.173315	-0.101236	-0.807385	0	0.15354
3806159543764764865	104.528	5.32359	5.30385	610.335	2	54.3073	33.6914	0.872986	4.53457	101.746	0	0.756794	342.446	2.39443	2.01527	1.76669	-0.946004	-0.934473	0	3.37687e-05
979458548897200073	244.437	5.28317	5.32527	1124.69	2	96.2378	67.1925	2.47029	5.10793	52.6451	0	0.0581183	479.135	5.18834	3.08442	0.166993	0.6144	-0.796933	0	0.000161319
9761888390068879710	335.504	3.64445	3.63687	701.45	3	128.547	104.857	1.06953	1.22805	204.911	0	1.06061	625.872	4.77201	2.64889	0.0916012	-0.825905	-0.976949	0	0.00022672
7535467494925562895	273.737	3.55253	4.71686	1297.3	2	362.082	125.745	-0.0801367	4.1831	178.266	0	0.599339	884.255	3.88472	1.29452	1.43429	-0.521022	-0.997456	0	0.294099
2586568024114053558	301.597	5.20924	5.64839	2557.36	2	273.898	129.673	1.47878	1.58394	145.149	0	0.293603	719.089	1.94043	2.285	1.18809	-0.766656	-0.996901	0	0.0001004
9138730180591128371	180.749	4.11729	4.88008	1158.5	2	172.988	122.743	1.03152	2.87782	106.866	0	0.486586	573.578	1.80366	1.55672	1.39725	-0.0379966	-0.808902	0	0.00086146
9660441731815678488	350.154	4.10577	4.10037	1068.61	6	237.692	81.6965	1.25711	2.02828	262.428	0	0.983929	1129.66	6.16229	2.34654	0.890382	0.685641	-0.989776	0	7.25125e-05
16873610096905378450	231.006	5.0335	5.09801	1307.19	5	133.879	83.887	1.01614	0.0205407	94.7614	0	1.37399	527.726	5.54524	3.2135	1.00592	-0.839415	-0.914725	0	3.26746e-12
4320099112075083257	469.141	2.65186	3.44144	667.731	4	441.228	64.6171	-0.719509	1.65639	251.084	0	0.10656	1191.55	3.72937	0.778305	2.14868	0.612621	-0.990995	0	2.63425e-08
9214969918341058717	313.124	3.21367	3.20572	505.999	2	196.505	56.5596	1.07834	2.71428	167.846	0	0.53838	608.786	0.696643	1.27657	0.107737	-0.310138	-0.999324	0	0.0634399
9587373348821426244	25.1728	5.84917	6.29054	1440.71	2	78.5261	75.87	0.635564	3.38432	292.008	0	0.115188	553.185	1.98634	1.16415	4.13495	0.156653	-0.730022	0	0.442849
17047342208552844044	194.682	4.84692	5.0427	750.316	5	100.55	43.9194	0.115448	1.60235	130.77	0	0.194947	727.327	4.86687	0.66154	2.51853	-0.975193	-0.697228	0	3.46528e-10
13393802058028934855	151.069	3.25242	3.4941	518.072	3	111.553	94.8783	0.839149	3.62156	170.296	0	0.893843	595.423	4.81504	1.2224	1.38458	-0.993292	-0.966064	0	0.00338238
168776739866812068	144.399	5.07202	5.6328	1046.77	2	133.425	50.8129	1.5987	2.88173	139.299	0	0.200283	396.427	2.29298	1.77801	0.406883	0.590421	-0.887568	0	-7.71126e-06
8259514706445448343	109.11	4.09592	4.66579	896.27	4	157.278	83.1378	-0.330341	0.952956	101.459	0	1.29714	592.049	1.05947	1.85622	2.18588	0.990739	-0.939396	0	4.01617e-05
10350130367647136537	130.382	2.69347	4.05229	818.075	3	281.431	140.705	-0.481433	3.39798	84.6295	0	0.802516	769.636	4.38037	0.795277	2.43319	-0.341221	-0.548452	0	0.00337897
7212239879681835853	188.473	3.48249	4.05987	853.973	2	151.205	143.581	1.01453	1.538	152.438	0	1.35227	559.168	5.26912	1.38254	0.276656	-0.948595	-0.987152	0	7.11008
3865759009766373161	248.905	5.38376	5.93071	2961.63	3	220.408	181.326	1.2101	0.741286	116.592	0	2.02128	710.439	5.01838	1.7937	0.818029	-0.263922	-0.99126	0	5.94482e-13
12969170240112217011	532.487	3.70205	3.7928	1182.58	2	385.503	92.2453	0.609193	1.61861	250.143	0	1.32221	968.238	3.25071	1.05001	0.000474732	0.999622	-0.999227	0	0.473734
14699881755352998075	393.501	5.47908	5.87282	1795.33	2	278.71	48.0353	1.64206	0.791619	88.5137	0	1.19859	510.043	4.21314	1.6441	0.282974	-0.942596	-0.960076	0	4.43295
7678602329951244051	25.296	3.71693	4.58072	622.483	2	125.409	71.8521	-0.576223	0.972287	48.0396	0	0.645151	354.157	1.08945	1.02849	2.28445	0.811464	-0.925868	0	5.40617
12031247606155840125	108.485	4.58301	5.17556	595.2	2	71.3172	49.9392	0.14791	3.5576	125.301	0	1.83459	327.658	1.59003	1.98703	0.468777	-0.919245	-0.958508	0	0.000462257
15967773980490214903	585.808	2.83667	4.00731	804.263	2	433.697	77.9578	0.158883	0.895321	64.3673	0	0.446186	777.124	1.83106	0.647794	0.950556	-0.999054	-0.968428	0	0.383231
15420805577315083407	201.417	3.35823	3.83643	515.503	2	180.928	49.8	-0.597234	0.317027	56.2403	0	0.753738	407.393	5.00683	2.47487	1.85404	-0.863665	-0.970636	0	1.9732
14796139563653609884	218.558	6.11802	6.15011	1309.89	3	95.2908	39.7715	1.71058	2.01304	150.051	0	1.89373	403.886	5.37774	2.15368	0.420994	-0.334529	-0.929598	0	0.921143
7256789024397357787	260.72	4.97743	5.47984	1556.97	2	250.782	65.9375	1.50271	1.08149	74.8624	0	0.0999464	537.983	0.36706	3.00668	0.905511	0.789189	-0.999693	0	2.65649
823218561801222935	45.294	3.89421	4.41347	524.857	2	90.0372	60.9758	1.21128	1.91246	179.975	0	1.12268	452.53	1.06577	2.74767	0.0481784	0.699303	-0.994238	0	0.00073681
17345873703919063023	1734.47	2.80525	3.02925	703.257	2	899.616	33.335	0.837103	0.116742	55.1377	0	0.917536	1362.2	6.12469	2.05316	0.110229	0.948461	-0.999567	0	1.07825e-06
13928362975947021228	91.9037	3.98893	5.01076	813.256	2	154.307	76.4076	1.35042	1.53151	84.5603	0	1.1888	527.928	4.54451	2.20805	0.173762	0.472854	-0.864611	0	3.45499
13193227786096524916	131.091	4.30533	5.11911	1821.54	2	244.58	178.406	0.697585	1.78787	150.661	0	0.97519	763.555	2.55614	1.54725	1.37744	0.999182	-0.999401	0	3.94638
8007856644051620103	451.134	3.64434	4.11573	1218.56	5	314.269	121.225	1.01809	3.4965	195.598	0	0.649114	1108.18	1.2649	1.3319	0.164955	-0.420465	-0.996897	0	0.000585148
18438235910473825197	93.8034	4.40355	5.05694	576.944	3	64.4761	61.3894	-0.154299	0.855351	51.8174	0	0.639192	381.433	5.10182	2.65586	2.03446	-0.226753	-0.41272	0	1.58564e-09
123720770937876766	315.092	4.5553	4.91489	1179.73	2	284.818	51.0038	1.49361	4.76438	178.225	0	0.566731	670.587	5.45968	1.51412	0.580958	0.0976866	-0.999881	0	0.564196
14291898582832059002	291.41	4.9117	5.35298	2257.27	2	279.74	132.98	1.318	3.19092	183.974	0	0.285975	746.994	1.78378	1.36111	1.11511	-0.532421	-0.995868	0	0.526828
6596970239565708795	118.091	3.91583	4.4557	698.398	3	181.556	52.2029	1.46591	1.67201	110.684	0	0.382476	710.531	5.88816	2.01266	0.0244656	0.858276	-0.982364	0	0.140115
7582408169315813875	186.708	3.67674	3.68261	539.348	3	103.052	74.3212	0.461843	1.33634	203.113	0	0.784539	722.312	5.70177	2.58241	0.732096	-0.59333	-0.999455	0	1.89154e-06
5078989249672370027	161.774	3.0386	3.78246	1141.1	6	302.806	192.966	0.189551	3.42799	147.531	0	1.0426	1034.39	1.70244	1.92243	1.01082	-0.345735	-0.924086	0	1.44929e-07
1431679104282965604	648.637	4.79311	4.92939	2546.38	5	237.777	227.373	2.12139	0.948059	110.137	0	0.377234	1178.49	1.57952	3.16132	0.218834	-0.994848	-0.98985	0	-0.000129302
2904979894004169832	47.6052	4.91781	5.49721	501.523	2	45.5116	39.8182	0.419422	4.25591	104.072	0	1.66091	230.127	2.41672	2.21602	1.23835	0.132999	-0.993298	0	0.720615
15625355542559649855	339.658	4.81285	4.82878	859.189	2	160.452	37.8697	1.68688	1.36962	75.8863	0	0.796761	446.581	2.19219	2.77768	0.270159	-0.0832092	-0.990445	0	0.237243
16592887549937781811	479.136	3.6791	3.67694	1167.09	2	303.402	118.868	1.60136	0.0707805	72.857	0	0.44084	951.746	4.10738	3.37129	0.0733932	-0.389071	-0.999901	0	0.723002
2896320371972551340	171.354	5.74675	6.53238	2511.94	2	191.639	104.435	2.34665	2.57475	62.5593	0	0.855661	476.802	5.25568	2.949	1.06777	-0.0892329	0.810374	0	6.37738
9950268115107098999	286.729	3.59429	3.61613	500.415	2	144.962	49.1382	0.462975	0.1795	189.413	0	1.95487	568.094	5.57841	2.70289	0.448627	-0.352247	-0.99675	0	0.000131674
6431664370735809742	298.383	3.19863	4.41508	1684.79	3	407.552	261.956	-0.621358	1.44896	126.32	0	1.57665	1061.2	2.21196	2.27217	2.00473	-0.695426	-0.998193	0	1.82934e-06
10472200530802344820	225.356	4.39155	4.64444	640.096	2	144.506	35.1358	-1.32823	0.469169	85.5467	0	1.34923	417.049	6.0572	2.73913	3.26951	0.916207	-0.934962	0	4.82702e-05
11633236324531594181	856.202	3.44383	3.493	808.004	2	599.85	36.4427	1.39369	0.770849	195.529	0	0.212278	1305.81	3.49719	2.93616	0.166227	0.707671	-0.99994	0	0.119036
7155407710187790419	88.3548	3.7376	4.79177	842.975	2	139.967	115.273	0.838331	2.89458	109.527	0	0.970058	641.616	4.45411	1.01533	2.56044	0.168083	-0.90756	0	0.00183159
12789798796821089876	107.798	4.98755	5.81492	1193.72	2	164.099	58.4211	1.18349	0.903035	87.6992	0	0.996121	481.216	0.96569	2.97635	1.1944	-0.40853	-0.991544	0	1.8994e-05
1185936692222697919	684.51	3.83274	3.95041	1455.2	3	314.666	149.181	-0.0578793	0.186435	30.4362	0	0.241504	829.946	0.652301	2.94923	1.79611	0.442291	-0.988949	0	0.362996
16663857518551898640	130.062	4.94939	5.36162	841.555	2	81.3188	61.2934	1.98805	0.826499	37.446	0	0.502459	244.561	0.913321	2.77238	0.111674	-0.826176	-0.618644	0	1.35448
17667227813117159080	269.027	5.874	5.99214	1537.66	2	121.726	54.5962	0.160039	2.57693	86.1324	0	0.0386253	483.863	2.6297	1.72143	3.41534	0.957947	-0.895047	0	1.60983e-07
7127985363544820601	249.419	4.20708	4.73162	1121.03	2	215.061	85.3351	1.95091	3.31215	143.532	0	0.296442	698.089	4.53396	2.27479	0.154949	-0.926218	-0.992541	0	0.000803336
4157783825858079851	387.067	6.00649	6.01992	2999.89	2	278.445	79.9333	2.22827	0.40867	164.153	0	1.50649	873.608	4.60813	3.67002	0.578573	-0.695017	-0.997673	0	-1.13217e-11
13557495152172402832	193.044	4.16205	4.80353	1190.37	2	168.485	127.965	0.541616	0.862061	45.1877	0	1.19361	418.62	2.73235	2.6718	1.16762	-0.564102	-0.638278	0	4.77519
4214167869710435685	203.609	2.80004	3.61635	776.031	3	210.357	159.634	-1.99558	4.43988	217.947	0	1.83761	740.62	0.724894	1.03651	3.01754	0.145259	-0.944819	0	0.000157609
17603157437153671069	141.703	4.64724	4.87733	652.768	2	86.085	47.3746	-0.864409	3.72327	102.764	0	1.09954	404.28	4.96545	0.990551	3.94032	-0.738515	-0.993398	0	1.98812e-06
3551576720091369455	475.719	2.66709	3.4702	1113.73	2	337.39	234.012	-0.911776	4.7989	76.0302	0	1.58602	820.895	0.20025	1.87177	1.53732	0.915219	-0.999956	0	1.11572
7006605778644410955	111.798	3.79237	4.72738	541.647	3	100.585	62.8318	0.533802	3.36584	80.622	0	0.594344	347.293	3.12921	0.836133	2.54985	-0.469391	-0.90288	0	0.981539
2590515744832808942	118.105	3.72671	4.81332	686.935	4	180.868	59.8634	0.44314	2.06562	161.621	0	0.755875	579.297	3.72378	1.19085	1.4445	0.81305	-0.827846	0	1.27346e-05
11620156037750860635	513.807	2.51705	3.41422	800.063	5	531.646	86.6062	-0.936212	1.15164	247.197	0	1.233	1308.81	4.88318	0.861189	1.23259	-0.997178	-0.999694	0	1.0417e-06
645305370718605353	248.632	4.6873	5.09303	1434.56	2	210.451	89.3367	1.65203	0.848052	88.1232	0	1.07189	578.452	2.29952	2.75952	0.475747	-0.724543	-0.970731	0	0.000133074
7775854457699991640	172.93	3.65381	3.89676	586.792	2	97.2842	92.466	0.23535	2.19324	234.245	0	0.446915	557.146	1.98491	1.94974	2.02919	-0.860457	-0.995165	0	3.51356e-06
6931598137306500759	23.5169	3.94894	4.85227	825.876	2	120.716	104.85	1.78244	4.44961	79.6236	0	0.172934	550.873	2.89368	2.21362	0.454037	-0.658472	-0.097188	0	0.000607856
1532891472507246845	171.654	2.91662	4.25053	2609.75	3	622.973	532.066	0.375009	1.36514	140.178	0	1.58197	1746.8	6.13621	0.572886	1.0307	0.160273	0.638864	0	0.407718
9266316811797968348	90.1378	4.47008	4.79859	812.897	3	118.366	63.3618	0.907352	0.857051	67.9226	0	0.584319	538.211	4.77049	2.7848	1.2165	0.837754	-0.931578	0	2.15708
12212154025708683645	6.77461	3.10343	4.06276	582.242	4	123.793	113.433	1.20862	1.43017	71.2952	0	0.435519	539.513	1.18626	1.45722	0.320309	0.765363	-0.390339	0	0.000360368
16366602825585604535	144.124	2.76279	3.85216	755.326	2	221.01	145.405	-0.819924	1.70901	116.169	0	1.35174	581.892	5.08697	1.27389	1.47637	-0.764057	-0.901134	0	5.56402
11908283641311191985	262.62	6.70148	6.69383	1951.08	2	114.623	40.9155	2.10538	5.0884	115.987	0	2.23147	335.651	0.320693	3.25616	0.346568	0.864013	-0.993202	0	0.0605545
1443488196144392003	21.0664	4.48939	5.31389	895.441	3	119.136	73.9267	0.243578	1.21386	94.1655	0	1.86287	400.362	5.588	0.328626	1.53884	-0.157952	-0.979466	0	2.68581
12496901010007789430	245.127	3.1672	3.83814	690.528	2	238.368	80.1542	0.764518	3.32969	192.16	0	0.497157	768.897	3.52566	1.29145	0.388292	0.0318984	-0.983245	0	0.00104295
7211828088951796991	228.023	3.88077	4.7685	643.168	4	110.325	74.3592	-0.49622	1.14055	55.6785	0	0.807105	490.945	2.28104	1.13671	1.99738	0.959262	-0.90107	0	2.13219
8719966120840334652	77.4684	7.04641	7.50916	1553.6	2	61.5287	34.0915	1.88613	3.78219	52.845	0	0.313841	315.371	1.93677	2.14049	2.6207	0.539659	0.938121	0	12.6696
10038405214666055653	367.296	3.51963	3.65274	566.878	3	196.658	49.8691	0.747136	0.802229	69.3675	0	1.3498	629.525	2.2078	2.42284	0.467475	0.401532	-0.804424	0	0.000835431
2516009550635989311	104.375	5.82214	6.21984	733.562	2	43.0933	36.8359	0.637768	2.80592	117.925	0	1.0213	289.93	3.44003	0.636357	3.24421	0.514409	-0.984941	0	1.1059e-05
8593693708054883678	140.262	4.00036	4.79814	1046.17	2	196.371	98.7874	1.00666	4.27172	126.569	0	0.870005	508.164	0.362273	1.91895	0.592083	0.972978	-0.998406	0	3.56681
3688650173727798671	221.531	4.85314	5.2198	1307.31	2	214.458	61.8018	0.203153	3.52531	361.023	0	1.27141	735.953	4.10629	1.21179	1.89304	-0.967835	-0.994995	0	0.382224
10069916716873675017	526.804	4.43668	4.67653	1612.6	3	225.611	136.51	0.619438	4.71859	52.8467	0	0.710675	700.301	5.97839	1.87369	1.62748	0.685005	-0.924941	0	0.000121935
5240638322323444497	209.149	2.58657	3.99033	1801.49	2	527.164	400.442	0.411656	0.206147	64.8744	0	1.05829	1111.91	5.38004	1.41852	0.358581	0.810893	-0.933552	0	0.49124
16247359762944760090	135.231	3.59357	4.49262	825.822	2	169.769	105.136	1.15613	5.25473	42.3837	0	0.212933	528.483	5.64282	1.42841	0.650536	0.55622	-0.970286	0	3.26207
1502488722061556608	183.908	5.03862	5.09344	678.339	2	91.8405	32.7339	1.19533	1.66777	117.434	0	1.75316	397.545	4.14087	1.71209	0.945518	0.132339	-0.941619	0	0.17909
9218008568021192198	272.787	5.47271	5.80862	1395.62	2	231.802	35.1723	2.26769	1.57723	120.593	0	0.468699	595.853	1.44714	3.10874	0.457046	-0.96221	-0.98976	0	6.50988e-05
4022776655589008670	93.7653	3.60798	3.64421	600.836	5	112.229	91.1217	0.65046	2.33754	104.476	0	0.25128	758.344	2.24818	0.928889	1.34063	0.92609	-0.730722	0	5.93222e-10
14455003012299457179	94.6086	4.46053	4.9641	924.77	3	164.295	59.2826	-1.51093	4.61127	58.8264	0	0.931044	640.598	0.8216	2.45903	3.76381	0.995037	-0.688609	0	6.56208e-05
12432440867332755245	513.58	3.18196	3.75306	1365.46	2	353.663	210.454	0.426823	0.22712	109.546	0	1.37998	777.098	0.730028	2.35794	0.725927	0.257634	-0.999571	0	4.41949
16597748626361196947	322.167	4.14534	4.70012	1602	2	208.745	190.921	1.42658	1.02087	36.9464	0	0.645627	485.649	1.43494	2.2516	0.206273	-0.868391	-0.847222	0	-4.30811e-05
4235157938293770957	283.651	4.33175	4.73328	925.614	2	242.75	45.9509	0.744394	1.16404	175.782	0	1.36873	716.639	5.33229	1.29811	1.14904	-0.841016	-0.984013	0	1.67046e-09
16154004836573073238	44.1913	4.4464	5.287	564.841	2	70.5988	51.7115	1.95282	1.82343	56.5372	0	0.234986	336.998	5.62598	2.2825	0.217451	-0.438924	0.742011	0	4.80969e-07
2117092043607022341	112.364	4.2049	4.82061	861.571	2	105.563	102.506	2.06014	3.47444	99.2284	0	0.0350244	345.458	2.74149	2.40645	0.571774	-0.459585	-0.851909	0	0.000486481
6358742971549165110	528.398	4.05072	4.98598	2124.76	2	514.176	147.687	1.17835	0.381207	36.2997	0	0.0375199	1190.26	3.9087	1.20386	0.828173	-0.508484	-0.958437	0	3.98576e-05
14166231830566762080	180.415	4.81356	4.89356	641.285	2	95.8022	35.1727	2.04678	1.67767	71.3177	0	0.312299	273.052	0.829589	2.66802	0.509903	-0.880019	-0.886574	0	0.542033
7708740824407014562	201.238	3.86433	4.75221	528.208	2	159.525	35.2327	0.960206	0.696898	29.9286	0	0.203477	550.022	5.61505	1.0305	0.900627	-0.502979	-0.967574	0	0.0209545
432798344583505888	38.9652	2.82266	4.08007	626.225	6	161.778	127.963	-0.910999	3.1228	239.311	0	0.862024	901.928	5.98342	1.27127	6.43457	-0.979641	0.0869788	0	9.36334
5557511646024432399	116.626	5.74819	5.70883	636.805	3	37.3558	34.7502	2.15547	2.82556	65.0618	0	0.413097	318.65	0.708703	2.15297	1.89703	-0.632274	-0.629629	0	0.00140697
65028450106720890	114.413	4.22354	4.99853	864.334	3	104.546	101.848	1.12905	1.71514	71.1724	0	0.136215	425.453	0.982467	1.81777	1.24631	0.99946	-0.999669	0	8.12628e-05
12182843417513359529	398.153	3.51075	4.11031	582.306	2	245.969	39.7031	0.656222	0.447184	44.7344	0	0.594553	526.219	4.25665	1.55916	0.881921	0.185222	-0.859643	0	0.000398266
1124975256877831849	126.818	3.42777	4.48869	729.792	2	151.836	106.15	0.930523	0.0992809	24.3721	0	0.516913	618.311	4.61632	2.08539	0.43225	0.482076	-0.999739	0	1.655
2762129722057957096	134.987	3.41679	4.09833	521.447	5	97.8312	86.502	-0.0528789	3.38158	60.0839	0	0.339194	568.373	5.88086	0.656469	2.62332	0.482391	0.44141	0	0.84822
13732553018854598928	310.427	5.1294	5.38184	1465.53	2	253.967	49.9386	1.21885	2.68843	195.431	0	0.0843891	840.863	3.15085	1.50782	1.52127	0.94656	-0.982895	0	-1.96831e-11
12861881490427030931	153.115	4.93358	5.15006	624.137	2	90.66	30.8681	0.957407	0.912195	47.8303	0	0.369473	462.869	5.14553	1.19996	1.31381	0.81343	-0.848301	0	0.343195
2530319191080451116	28.6975	5.00529	5.6924	805.878	2	86.6634	49.5976	2.32152	1.50502	68.5206	0	0.0362969	371.841	1.67722	2.64116	0.1746	0.831047	-0.992121	0	0.000307642
4120270763283007273	120.202	3.74729	4.73151	1340.1	3	206.27	196.096	1.80815	2.10327	67.3526	0	0.129041	664.971	3.72095	2.12587	0.320135	-0.124439	-0.584973	0	5.4777e-07
17524299973801206173	173.65	4.5665	4.97502	753.782	3	81.6518	71.6661	1.60936	5.31992	50.426	0	0.770638	416.768	4.52188	1.97041	0.492181	-0.53576	-0.411081	0	16.6511
15052782888903273145	619.68	2.77418	4.03212	996.761	3	420.598	130.508	0.977813	0.711493	20.9091	0	0.0527211	779.328	1.44299	0.997014	0.421282	-0.943459	-0.98844	0	0.00114837
15064599918440287648	52.5173	8.27907	8.4999	2652.27	2	43.9529	40.6059	3.25285	2.20197	79.7509	0	0.0387299	200.29	5.03848	3.28863	1.34744	-0.230096	-0.947471	0	4.89104e-06
17328255787494545148	274.426	5.27907	5.8917	1788.06	3	188.997	85.4136	0.871962	1.21641	104.649	0	1.97415	631.134	4.55416	2.21659	0.53126	-0.997697	-0.99481	0	1.47152
7943275230237939662	93.8826	2.99038	4.03017	1344.5	3	292.769	283.704	0.736064	3.12612	165.044	0	1.05385	915.576	5.48569	0.959207	0.580595	0.997057	-0.76863	0	2.11866
3660239501187495731	91.7239	3.61048	4.52191	1019.41	2	166.529	160.387	0.437224	5.00758	61.9908	0	0.39224	626.199	1.47121	0.947822	1.36277	0.462817	-0.942108	0	1.86751
9142729004698664990	80.0212	4.10944	5.08959	875.198	2	117.756	103.262	0.623844	1.50532	55.7964	0	0.654294	447.187	1.68843	1.27608	1.47383	0.878844	3.35962e-05	0	2.1917
10235074137723633960	270.243	4.32928	5.01415	1221.83	2	185.426	103.709	0.326864	2.0575	88.7974	0	1.93212	579.689	5.55927	1.99989	1.97688	-0.0833156	-0.984796	0	0.0004912
7899516384752986140	82.9713	5.68035	6.24049	983.181	2	76.6843	42.7365	1.21444	1.7621	75.6103	0	0.471869	268.252	5.78632	1.7286	1.39757	0.14442	-0.358946	0	3.5486e-05
13353471230423434820	93.9621	4.37179	5.22077	920.193	2	138.594	75.1506	-0.242659	3.4465	154.822	0	0.84838	447.909	5.59712	1.71554	3.8627	0.770993	-0.884635	0	2.97139e-07
973730650609876774	133.006	3.66084	4.6843	819.683	2	187.525	87.3376	0.781564	2.61736	149.49	0	1.69436	509.595	3.75875	0.896266	0.0429401	0.886057	-0.984451	0	0.315164
3879665747612987861	441.524	3.43562	4.05326	1483.88	3	465.742	145.639	1.44659	4.30314	181.789	0	0.307507	1204.85	4.11977	1.67777	0.0936135	-0.807802	-0.97062	0	0.000108425
5579894403656676958	379.748	3.27471	4.08861	871.584	2	363.046	74.5177	0.962819	5.10625	162.273	0	0.427919	862.528	5.95834	1.89074	0.313225	0.934626	-0.999037	0	0.00322967
7818085496885853508	205.492	4.30701	4.69212	1372.33	3	185.971	135.304	1.21105	2.63557	242.03	0	1.33469	619.673	4.50895	2.24159	0.485515	-0.709177	-0.999527	0	2.76281
17142366274901605827	50.8717	3.43157	4.28467	560.095	4	179.674	53.1715	1.27957	5.04932	94.6897	0	0.859022	546.379	3.49523	1.644	0.115965	-0.871174	-0.68164	0	0.00078412
3857347197175766745	186.173	4.53875	5.29401	1013.89	2	185.876	57.8567	1.41331	1.18352	52.814	0	0.189401	402.354	1.5953	1.48121	0.745993	-0.939931	-0.968941	0	2.52879
4869527642334931282	99.3648	4.12804	4.69719	527.164	2	75.0058	58.3873	0.592385	1.44966	88.5098	0	1.44584	341.482	3.14419	2.34306	0.482313	-0.496676	-0.628028	0	0.431741
11761391665999167070	81.3323	2.81857	4.16109	517.507	2	151.333	93.7496	0.0369761	1.39479	82.4246	0	0.41197	453.856	4.21239	1.83129	1.2482	0.996824	-0.952839	0	0.00204817
2937479336931109904	203.006	5.48721	5.87508	995.521	4	68.4832	59.5793	1.76746	1.76011	74.5202	0	1.75167	402.84	1.65644	2.06666	0.864809	-0.575981	-0.997656	0	0.205111
15055777829837391342	586.683	4.60982	4.71497	1710.01	3	178.238	164.892	1.93653	0.76851	46.1487	0	0.447839	589.64	1.85127	3.02421	0.00626357	-0.676544	-0.957796	0	0.642822
12068084851875423281	144.696	2.79219	3.97036	1781.18	6	495.398	350.074	0.74447	0.1324	34.8377	0	0.656997	1444.8	5.1479	1.67539	0.411517	-0.838503	-0.993486	0	0.00196993
4148522718330810164	154.437	3.44726	4.59169	630.322	2	163.717	72.4644	0.187764	2.75074	71.5399	0	1.45107	385.637	3.13535	0.807299	2.36889	0.9502	-0.912764	0	24.7114
14059686307201958293	1058.7	2.9334	2.99089	1335.64	3	493.321	209.369	0.46954	0.141911	56.4359	0	0.2974	1422.55	4.37062	3.04731	0.944181	-0.913151	-0.997688	0	0.000393344
15885123985633622886	54.7196	4.02935	5.03493	1652.69	2	220.451	212.49	1.49729	0.396475	32.7528	0	0.844576	747.962	0.0680454	1.79972	0.20215	-0.9468	-0.918527	0	8.35542
4935691228717018420	70.0668	3.93353	4.48556	795.113	3	113.309	106.131	-0.985744	1.55733	138.26	0	2.31392	449.358	6.19971	1.98258	1.9772	-0.6539	-0.796454	0	0.000656215
17539832709653566885	105.461	4.66432	5.04877	1012.76	2	123.509	77.6105	0.618811	3.2194	214.245	0	1.37476	567.05	5.31199	0.924133	2.12128	-0.525171	-0.992331	0	9.04173e-08
18068348629439088513	958.09	2.41444	2.48709	764.441	2	367.814	165.065	-0.00699813	0.89488	65.1421	0	0.287179	835.361	1.11203	2.3364	1.04241	-0.776579	-0.993908	0	0.179437
14522392219522429321	565.518	3.61402	3.73045	648.049	2	383.072	30.3471	1.23817	0.482559	92.2024	0	0.898533	885.057	1.78804	2.52697	0.231896	-0.980939	-0.992494	0	0.409179
6639596922148072137	944.414	4.47657	4.66137	1549.8	2	499.73	54.9218	1.66907	0.947994	53.0303	0	0.189851	806.609	0.858666	3.1084	0.405368	-0.255415	-0.997327	0	0.000123062
14949063883807616210	95.0865	3.56572	4.22521	1305.52	5	256.424	180.618	0.112977	2.07732	66.3952	0	1.22938	904.845	6.02987	1.09618	1.74383	-0.994677	0.606165	0	0.000117799
10319576903052670339	3059.64	3.10779	3.33244	1207.82	2	1637.99	40.7146	0.336105	0.363732	49.965	0	0.304915	2068.59	0.104684	2.90021	0.980102	0.979028	-0.999993	0	-4.92759e-05
3918069666880568363	459.185	3.31222	3.31146	628.813	3	153.75	100.064	0.355533	0.665604	112.216	0	0.96284	659.721	2.22366	2.90147	0.699612	0.191844	-0.99983	0	6.40145e-06
9603015554763567857	71.8715	4.07435	5.06806	2429.89	2	350.852	276.557	0.69267	1.32176	94.4526	0	1.16461	868.456	0.604924	1.51892	0.866581	-0.924556	-0.907265	0	0.917532
1329668990986373793	99.1034	3.19622	4.3482	580.748	2	136.563	92.9539	1.23338	3.48188	113.403	0	0.131295	508.293	6.13391	1.6348	1.73736	0.947015	-0.96158	0	-0.0494476
1751870586348397082	315.597	3.5557	4.22754	704.338	2	329.214	41.3096	-0.782147	0.596457	328.976	0	1.72853	756.102	0.893473	0.969201	1.94818	0.938586	-0.99872	0	0.0825326
4728173157451700728	314.514	5.64367	5.687	1432.6	2	158.717	46.0005	1.87407	0.480835	28.8063	0	0.354813	341.157	0.245587	3.31651	0.731041	0.773156	-0.996409	0	0.0572252
